clean_feedback,valid_invalid,category,sentiment
website not working properly,valid,website,negative
website slow load,valid,website,negative
student face issue accessing website,valid,website,negative
website information not updated,valid,website,negative
academic lecture well structured,valid,academics,positive
faculty explain concept clearly,valid,academics,positive
assignment help understanding topic,valid,academics,positive
exam conducted smoothly,valid,academics,positive
student satisfied teaching quality,valid,academics,positive
administrative staff helpful,valid,administration,positive
office process efficient,valid,administration,positive
administrative procedure clear,valid,administration,positive
staff respond quickly query,valid,administration,positive
documentation work handled properly,valid,administration,positive
facility well maintained,valid,facilities,positive
transport service reliable,valid,facilities,positive
sport facility good,valid,facilities,positive
maintenance work timely,valid,facilities,positive
facility meet student need,valid,facilities,positive
library sufficient book,valid,library,positive
library environment peaceful,valid,library,positive
seating library comfortable,valid,library,positive
library resource useful,valid,library,positive
library staff supportive,valid,library,positive
canteen food quality good,valid,canteen,positive
canteen service fast,valid,canteen,positive
food affordable canteen,valid,canteen,positive
canteen hygiene maintained,valid,canteen,positive
canteen variety food,valid,canteen,positive
website easy use,valid,website,positive
website load quickly,valid,website,positive
information website updated,valid,website,positive
